OrderID,CustomerName,Email,Phone,City,State,ProductCategory,Product,Quantity,UnitPrice,TotalPrice,OrderDate,PaymentMethod,Shipped
ORD1162,Kim Johnson,douglas43@dixon.com,709-161-9238x216,West Leah,Delaware,Sports,Vacuum,9,743.65,6692.85,2025-08-05,Credit Card,Yes
ORD1163,Mark Chavez,padillaroy@yahoo.com,(242)687-1113,Port Clayton,Wyoming,Sports,Vacuum,2,43.07,86.14,2025-09-25,Credit Card,No
ORD1164,Danielle Harris,maria85@simmons.com,628.208.9447x995,West Wesley,Maryland,Electronics,Basketball,9,1649.01,14841.09,2024-12-30,Credit Card,Yes
ORD1165,Tracie Sanders,john47@reyes.net,173-818-1690x048,Fisherburgh,Louisiana,Home,Laptop,2,1181.87,2363.74,2025-07-17,PayPal,No
ORD1166,Mark Walker,nicole34@yahoo.com,+1-742-422-1705x184,New Michael,Rhode Island,Sports,Basketball,7,1866.26,13063.82,2025-09-14,Cash,Yes
ORD1167,Laura Garcia,vcurtis@yahoo.com,001-721-671-8071x4086,Lake Miabury,Missouri,Toys,T-shirt,3,123.96,371.88,2025-04-30,PayPal,No
ORD1168,Anthony Phillips,rodriguezsherry@hotmail.com,(058)308-9958x1882,Veronicaland,Illinois,Clothing,Laptop,3,243.58,730.74,2025-01-08,Cash,Yes
ORD1169,Tammy Berg,carterwilliam@moore.com,+1-847-438-7534x5500,Port Kennethton,Connecticut,Electronics,Action Figure,8,606.41,4851.28,2025-01-28,PayPal,Yes
ORD1170,Michael Davis,bradfordmichele@martin.com,532-116-5917x133,East Alexander,Utah,Sports,Action Figure,9,934.52,8410.68,2025-07-27,Cash,Yes
ORD1171,Joseph Phillips,jwilson@golden-henry.com,246.988.8264x291,West Johnside,Maryland,Sports,Vacuum,4,1850.2,7400.8,2025-03-25,Cash,No
ORD1172,Amanda Thornton,grace15@thomas.net,050.514.3917x019,Lake Johnnyshire,North Carolina,Clothing,Vacuum,1,314.29,314.29,2025-01-27,PayPal,No
ORD1173,Molly White,melissa24@richardson.com,(600)112-9141x75796,West Kimberly,Texas,Clothing,Laptop,2,176.18,352.36,2025-06-15,Credit Card,Yes
ORD1174,Stacy Brown,vbrown@yahoo.com,001-220-966-3602x57933,Camachoport,Missouri,Clothing,Action Figure,6,1866.64,11199.84,2025-05-17,Credit Card,Yes
ORD1175,Colin Burnett,wilsonalexis@kelly-romero.com,7075044578,Villanuevahaven,Illinois,Home,Vacuum,3,1336.16,4008.48,2024-11-14,Cash,Yes
ORD1176,Melanie Armstrong,rebecca41@maldonado.com,001-200-733-6361x240,New Vincent,Montana,Toys,Action Figure,3,1649.45,4948.35,2025-06-26,PayPal,Yes
ORD1177,David Webb,carolyn29@hotmail.com,(305)558-7707x538,Port Monicaton,Washington,Toys,Action Figure,7,394.15,2759.05,2024-12-24,Cash,No
ORD1178,Paul Nelson,kylesanchez@yahoo.com,(531)222-3365,Lake Jasontown,Kentucky,Clothing,Laptop,2,1110.78,2221.56,2025-03-31,PayPal,No
ORD1179,Elizabeth Yates,muelleryolanda@yahoo.com,718-194-5305,West Elizabeth,North Carolina,Electronics,Basketball,3,109.94,329.82,2024-11-08,PayPal,No
ORD1180,Melissa Caldwell,hughesalex@reyes.biz,001-790-339-6209x7889,Gardnerland,Wisconsin,Electronics,Laptop,1,1717.99,1717.99,2025-07-28,PayPal,No
ORD1181,Dr. Eric Robinson,chill@everett.info,(142)568-8426x78107,South Johnnyberg,New York,Clothing,T-shirt,5,631.55,3157.75,2025-10-18,PayPal,Yes
ORD1182,Patricia King,lisa57@marshall.info,001-514-431-9683x0896,Darlenemouth,Illinois,Electronics,Laptop,1,14.83,14.83,2024-11-16,PayPal,No
ORD1183,Joshua Garza,george82@gmail.com,1395210927,Amyside,Oklahoma,Clothing,Basketball,7,1061.25,7428.75,2025-01-09,Cash,No
ORD1184,Dana Smith,kmiller@gmail.com,184-730-1397x621,Lake Thomasfurt,Hawaii,Sports,T-shirt,7,1701.54,11910.78,2025-06-21,Credit Card,Yes
ORD1185,Karen Alexander,sherry00@gmail.com,1231310518,Port Jennifer,Kansas,Toys,Action Figure,4,1821.08,7284.32,2025-07-25,PayPal,Yes
ORD1186,Jeffrey Parks,kaylee26@yahoo.com,788-094-9624x5079,Port Jennifer,Kansas,Clothing,Vacuum,2,783.15,1566.3,2024-11-17,PayPal,Yes
ORD1187,Jordan Stein,amartinez@davis.org,(112)173-4368x2891,Lopezport,Louisiana,Toys,Action Figure,9,769.4,6924.6,2025-08-26,Credit Card,Yes
ORD1188,Brenda White DVM,smiththomas@davis.com,722-277-5471x44330,North Andrea,Kentucky,Home,Laptop,9,729.8,6568.2,2025-09-18,Credit Card,No
ORD1189,Mary Bates,nathankramer@miller.com,+1-304-422-4425x365,Port Michaelburgh,Alabama,Sports,Action Figure,5,1054.04,5270.2,2025-06-14,Credit Card,No
ORD1190,James Duncan,mcgeewesley@hotmail.com,0148623908,Jonathanfort,Colorado,Electronics,Basketball,9,799.2,7192.8,2025-04-04,PayPal,Yes
ORD1191,Vicki Sullivan,taylordylan@mitchell-clark.com,428-519-4090,North Aprilside,Oregon,Clothing,Action Figure,6,526.67,3160.02,2025-08-12,PayPal,Yes
ORD1192,Mercedes Jones,lucaselizabeth@williams-mccoy.com,+1-325-589-7821x07012,West Shelleyland,New York,Toys,Vacuum,7,219.22,1534.54,2025-07-30,PayPal,Yes
ORD1193,Derrick Moore,austinstephanie@ramirez.biz,980.112.5848x96910,East Yvonneside,Illinois,Electronics,Vacuum,1,1157.68,1157.68,2024-12-26,Credit Card,Yes
ORD1194,Tony Bell,tpeterson@townsend.com,0419401267,New Gloriamouth,North Dakota,Toys,Action Figure,10,939.14,9391.4,2025-07-12,Credit Card,No
ORD1195,Scott Lloyd,mariah89@hotmail.com,+1-393-598-5839x296,Lake Denise,Kansas,Electronics,Action Figure,8,1253.07,10024.56,2025-03-27,Cash,Yes
ORD1196,Anthony Wilson,jeremyhernandez@larson-kelly.com,001-174-682-0182,Zoetown,Utah,Home,Action Figure,7,1050.01,7350.07,2024-12-19,Cash,Yes
ORD1197,Tracy Johnson,lindahunt@yahoo.com,9097658707,New Jerrychester,Arkansas,Clothing,Action Figure,10,148.02,1480.2,2025-08-26,PayPal,No
ORD1198,Tyler Arnold,chapmanstephanie@gmail.com,+1-512-001-5105x0816,New Shelly,California,Clothing,Basketball,3,901.04,2703.12,2025-03-06,PayPal,No
ORD1199,Joanne Lopez,garciaalexandra@lee.com,(183)358-7437,New Ericborough,Oregon,Toys,Action Figure,8,1393.43,11147.44,2025-06-30,Credit Card,No
ORD1200,Anthony Jones,munozmiguel@gmail.com,001-311-147-0445,East George,Hawaii,Electronics,Laptop,8,1445.08,11560.64,2025-06-22,Cash,Yes
ORD1201,Jesus Lutz,anthonysparks@white-sanchez.com,+1-741-161-2049x38445,Cobbborough,Montana,Home,Action Figure,8,1771.07,14168.56,2024-11-01,Cash,Yes
ORD1202,Tamara Ortega,dominiquekelley@hamilton.com,965.577.1229x822,Lake Noahshire,Alabama,Electronics,Basketball,9,204.26,1838.34,2025-09-08,PayPal,Yes
ORD1203,Charles Jackson,hgoodwin@hotmail.com,(036)094-1298,Davidberg,Pennsylvania,Home,T-shirt,5,889.17,4445.85,2025-07-22,Cash,Yes
ORD1204,Michelle White DVM,grimesbrittany@hotmail.com,001-270-071-0451x3519,Davistown,Indiana,Electronics,Laptop,6,259.76,1558.56,2024-12-01,Cash,No
ORD1205,Susan Snyder,nmiller@moore.com,001-255-867-2680x701,East Amanda,Oklahoma,Clothing,Laptop,7,576.26,4033.82,2025-01-12,Credit Card,No
ORD1206,Mason Jimenez,ksanchez@johnson.net,921-816-2503,Lake Crystal,Minnesota,Sports,T-shirt,7,1637.13,11459.91,2025-10-22,Cash,No
ORD1207,Jason Miller,rdavenport@hotmail.com,(658)928-6909x46208,South Ashley,Wyoming,Toys,Laptop,6,249.22,1495.32,2025-08-04,PayPal,No
ORD1208,Martin Thomas,wilsonkimberly@gmail.com,2053584725,West Renee,Oklahoma,Sports,Laptop,5,1755.62,8778.1,2025-09-09,PayPal,No
ORD1209,Dennis Collins,amanda25@james.com,211-530-0997,Jenniferville,Michigan,Electronics,Action Figure,7,1849.15,12944.05,2025-04-10,Cash,No
ORD1210,Jennifer Hall,dennisgeorge@salinas-greene.net,(319)488-9712x09636,West Scott,Rhode Island,Electronics,Action Figure,2,1620.43,3240.86,2025-02-14,Cash,No
ORD1211,Holly Obrien,warekristina@yahoo.com,001-729-433-3160x0013,Port Carla,Pennsylvania,Electronics,Action Figure,6,849.61,5097.66,2025-07-27,Credit Card,No
ORD1212,Kathleen Howard,jason25@hotmail.com,001-402-139-2694,Lisaport,Vermont,Sports,Basketball,7,1991.88,13943.16,2025-09-11,Cash,No
ORD1213,Ana Cunningham,natalierose@yahoo.com,(406)465-4742x957,Jaredville,Connecticut,Electronics,T-shirt,2,483.86,967.72,2025-08-11,PayPal,Yes
ORD1214,Larry Petty,rhondagolden@hotmail.com,836-167-1393x7233,East Brentburgh,Kansas,Clothing,Basketball,4,704.73,2818.92,2025-07-14,PayPal,Yes
ORD1215,Louis Hale,christinebolton@gmail.com,001-414-195-5878x594,Derekland,Maryland,Electronics,Laptop,4,658.69,2634.76,2025-03-30,PayPal,Yes
ORD1216,Kristi Edwards,jenniferrussell@reynolds-massey.info,(523)026-7395x43974,Watkinstown,Hawaii,Toys,T-shirt,6,920.4,5522.4,2025-10-08,Cash,No
ORD1217,Jared Baldwin,haley04@flynn.com,8278151392,Luisport,North Dakota,Sports,Action Figure,1,390.48,390.48,2025-07-01,Cash,No
ORD1218,Ryan Taylor,katherinejenkins@hotmail.com,(158)718-7405,Johnsonchester,Kentucky,Sports,T-shirt,6,1170.01,7020.06,2025-03-31,PayPal,Yes
ORD1219,Mr. Jack Mcmillan,patelvictoria@hotmail.com,(694)969-9816,Port Taylor,Wyoming,Electronics,Vacuum,1,274.13,274.13,2025-08-11,PayPal,Yes
ORD1220,Kathleen Ross,davidnorris@gonzales-smith.com,(670)730-4131x1438,Gaystad,Maryland,Toys,Basketball,2,1746.45,3492.9,2025-03-13,Credit Card,No
ORD1221,Kim Sandoval,laura15@yahoo.com,001-058-192-8851,East Joshualand,New York,Clothing,Action Figure,8,941.92,7535.36,2025-01-18,PayPal,Yes
ORD1222,Kimberly Morgan,odonnelljake@gmail.com,4449030377,East Sharonside,New York,Home,T-shirt,10,1510.18,15101.8,2025-09-22,Credit Card,Yes
ORD1223,Jacqueline Miller,frostshane@hudson.com,001-081-257-7685x3174,Elizabethfort,Missouri,Electronics,Vacuum,4,1212.68,4850.72,2025-08-31,Credit Card,No
ORD1224,Sandra Ford,imendoza@hotmail.com,001-494-649-0375x2557,West Gabriela,California,Electronics,T-shirt,7,127.47,892.29,2025-03-28,Credit Card,No
ORD1225,Dawn Summers,sara23@mendoza.com,211.562.8829x531,New Kennethview,Texas,Clothing,T-shirt,3,924.35,2773.05,2025-09-27,Cash,Yes
ORD1226,Kevin Le,rogersjeffrey@fisher.org,(040)638-2207x99923,Donaldmouth,Arizona,Home,Basketball,1,1725.32,1725.32,2025-02-17,Credit Card,No
ORD1227,Timothy Dixon MD,jacob12@keller.net,001-635-485-0065x81958,New Christopher,Mississippi,Sports,Action Figure,4,50.19,200.76,2024-12-02,PayPal,No
ORD1228,Kirsten Meza,hernandezjanice@patrick-garcia.com,686-270-3703,North Stephanie,Alaska,Clothing,T-shirt,2,578.23,1156.46,2025-08-18,PayPal,No
ORD1229,Peter Stone,gharris@yahoo.com,994-351-5943,Port Deborahstad,Mississippi,Home,Basketball,7,431.2,3018.4,2025-03-19,Cash,No
ORD1230,Kimberly Walker,hawkinsrobin@banks.net,+1-766-405-5912x174,South Daniel,Alabama,Clothing,Basketball,6,291.2,1747.2,2025-06-04,Cash,No
ORD1231,Jeffrey Barker,wuedgar@hotmail.com,001-613-996-0302,Cassandratown,Georgia,Sports,Basketball,5,1267.95,6339.75,2024-11-09,Cash,Yes
ORD1232,Edward Parker,alexanderduarte@king.com,645.727.5714x1042,Elizabethton,North Dakota,Electronics,Action Figure,1,944.84,944.84,2025-03-05,PayPal,No
ORD1233,Tracy Fox,ferrellwilliam@hotmail.com,791-090-6443x72929,New Benjamin,New Hampshire,Electronics,T-shirt,3,1310.14,3930.42,2025-10-12,PayPal,No
ORD1234,Dennis Hernandez,pgraves@yoder.com,(413)131-2732x79926,Ronaldbury,Pennsylvania,Clothing,T-shirt,4,55.62,222.48,2025-04-24,PayPal,No
ORD1235,Amber Reed,michaelsmith@gmail.com,7706348553,South Sarahmouth,North Carolina,Clothing,Vacuum,2,1293.59,2587.18,2024-11-10,PayPal,Yes
ORD1236,Margaret Key,garciamelissa@garza-morton.biz,+1-241-633-1915x765,Houseshire,Hawaii,Home,Vacuum,3,1437.1,4311.3,2025-05-05,Credit Card,No
ORD1237,Jose Robinson,brownkathleen@gmail.com,(856)852-4355x814,Lake Steven,Oregon,Clothing,Laptop,10,627.28,6272.8,2025-06-26,Cash,No
ORD1238,Brandy Patel,kelliedavila@gmail.com,429-442-6678,South Cathy,Montana,Clothing,Action Figure,8,1456.97,11655.76,2025-01-18,Credit Card,No
ORD1239,Casey Martinez,shannon54@hotmail.com,410.492.4184x26365,West Jessica,New York,Electronics,Laptop,9,228.96,2060.64,2025-06-19,PayPal,No
ORD1240,William Davis,kelly08@tucker.org,563.358.1188,West Devinfort,Texas,Clothing,Basketball,9,781.04,7029.36,2025-05-24,Credit Card,Yes
ORD1241,Dr. Cody Fowler,stephenclark@phillips-watson.com,001-585-494-1748x1528,Lake Paul,Hawaii,Toys,T-shirt,5,581.24,2906.2,2024-11-03,Credit Card,No
ORD1242,Kristy Mcclain,wjohnson@hanson-contreras.com,001-044-095-9860,New Reneemouth,Iowa,Clothing,T-shirt,5,1024.37,5121.85,2025-02-26,Credit Card,Yes
ORD1243,Kimberly Carlson,ovega@hotmail.com,414-675-1200x478,Thomasstad,Delaware,Sports,Laptop,9,1352.64,12173.76,2025-08-07,Credit Card,Yes
ORD1244,Natalie Martin,matthew72@stewart.com,068-646-2767x022,Prattchester,Minnesota,Clothing,Vacuum,4,489.2,1956.8,2025-10-21,PayPal,Yes
ORD1245,Pamela Garcia,turnerkristen@hotmail.com,001-325-065-0956x321,Carrollton,Florida,Toys,Action Figure,3,628.58,1885.74,2025-01-26,Credit Card,No
ORD1246,Donald Odonnell,mgonzalez@sharp.org,(738)670-6621x494,Hectorbury,Georgia,Toys,Action Figure,4,1607.16,6428.64,2025-05-21,Cash,Yes
ORD1247,Michael Baker,corey45@hotmail.com,(656)971-8029,East Jasonstad,Illinois,Clothing,Action Figure,7,1752.95,12270.65,2025-08-31,Cash,Yes
ORD1248,James Bautista,amy77@gmail.com,249-227-8955,Sharonhaven,Nevada,Toys,Laptop,10,287.15,2871.5,2025-04-10,Credit Card,No
ORD1249,Alan Brown,gjohnson@jackson-hebert.com,983-172-7888x84886,West Aprilbury,South Carolina,Electronics,Action Figure,8,459.74,3677.92,2024-10-22,PayPal,No
ORD1250,Jay Haynes,adamcampos@hotmail.com,191-858-0479x66017,Herrerafort,Indiana,Toys,Laptop,2,1582.47,3164.94,2025-08-27,Credit Card,Yes
ORD1251,Cameron Wiggins,fowlerjames@hotmail.com,700-674-0411x2584,East Robertstad,Idaho,Toys,Action Figure,8,1738.8,13910.4,2025-02-18,Credit Card,No
ORD1252,Alison Whitehead,laneashley@yahoo.com,2386888829,North Jessicaville,Delaware,Clothing,Action Figure,5,1566.94,7834.7,2025-03-19,Cash,No
ORD1253,Jessica Kent,randyhanson@reynolds.com,001-584-119-4914x9977,North Theresa,Rhode Island,Home,Laptop,10,1879.18,18791.8,2024-11-02,PayPal,Yes
ORD1254,Jerry Berry,kevingutierrez@brown.com,+1-229-592-5467x81964,Port Sharonview,Indiana,Clothing,T-shirt,5,146.95,734.75,2025-09-19,PayPal,No
ORD1255,Randall Park,robertskayla@yahoo.com,548-374-4608,Port Nicoletown,Maryland,Electronics,Vacuum,7,217.59,1523.13,2024-12-20,Credit Card,No
ORD1256,James Roberts,tharrell@kelley.com,3816659199,Danielton,Arizona,Toys,Action Figure,4,1491.59,5966.36,2025-10-01,Cash,No
ORD1257,Erin Wright,operez@brown-frederick.com,298-980-6548,Port Hunterville,Arizona,Clothing,T-shirt,6,314.32,1885.92,2025-06-25,PayPal,No
ORD1258,Stephen Small,pacealexis@gmail.com,(344)903-7268x62382,Jenniferfort,South Carolina,Sports,Laptop,9,542.95,4886.55,2025-04-21,Credit Card,Yes
ORD1259,Christopher Nichols,johnsonadrian@gmail.com,001-216-297-9966x0781,Port Nicole,New Mexico,Toys,Vacuum,4,579.43,2317.72,2025-02-13,PayPal,No
ORD1260,Brittany Watts,myerssusan@yahoo.com,(821)574-1570,West Andrew,Illinois,Electronics,T-shirt,7,610.91,4276.37,2024-11-07,Credit Card,Yes
ORD1261,Marvin Hogan,katielopez@yahoo.com,(512)804-3005,Port Michelle,Florida,Clothing,T-shirt,3,1205.52,3616.56,2024-12-15,Credit Card,Yes
ORD1262,Joanne Long,bochoa@warren-parrish.org,408.162.6800,East Derekland,Minnesota,Clothing,Basketball,6,464.92,2789.52,2025-01-30,Credit Card,No
ORD1263,Jennifer Baker,burnsamanda@shaw.com,(531)522-9249,Castrohaven,Arizona,Sports,Laptop,10,104.71,1047.1,2025-06-28,Credit Card,No
ORD1264,David Chaney,fowlerchristina@lamb.net,+1-106-700-9198x4740,Susanhaven,Oklahoma,Home,Laptop,3,438.85,1316.55,2025-08-01,Cash,No
ORD1265,Patrick Moreno,ychambers@hotmail.com,888.708.2038x02323,South Thomasfort,Vermont,Electronics,T-shirt,1,63.44,63.44,2025-08-31,Credit Card,No
ORD1266,Justin Christian,timothy05@yahoo.com,(687)341-7928x937,Daymouth,Mississippi,Sports,T-shirt,7,633.33,4433.31,2025-08-15,Credit Card,Yes
ORD1267,Patrick Stewart,ibridges@hotmail.com,205.518.6399,South Bailey,Maine,Sports,Action Figure,3,1889.87,5669.61,2025-07-13,PayPal,No
ORD1268,Jeffery Ryan,amandaschroeder@yahoo.com,001-067-128-9251x1736,New Austin,Texas,Electronics,Action Figure,3,40.66,121.98,2025-09-22,Credit Card,No
ORD1269,Kevin Tucker,jodyyork@drake-conner.org,+1-361-703-5215x018,West Jeffreymouth,New Jersey,Home,Basketball,1,1572.95,1572.95,2025-03-01,Cash,No
ORD1270,Paula Bell,lopezdanielle@gmail.com,+1-146-512-2180x902,Donnaton,Minnesota,Sports,Basketball,1,1574.68,1574.68,2025-10-03,PayPal,No
ORD1271,Kenneth Johnson,lindseybartlett@hotmail.com,001-910-642-6173x99444,Loritown,Wyoming,Home,Action Figure,3,344.54,1033.62,2024-12-14,Cash,Yes
ORD1272,Wendy Morton,stanleytimothy@yahoo.com,(134)089-1276x51916,New Sylvia,Massachusetts,Toys,Laptop,1,558.69,558.69,2025-08-27,PayPal,Yes
ORD1273,Henry Evans,phodge@hotmail.com,+1-249-434-7620,Maryburgh,Florida,Electronics,Vacuum,9,467.51,4207.59,2025-09-14,PayPal,No
ORD1274,Jennifer Nguyen,uhenderson@gmail.com,887.309.5851x050,Port John,Iowa,Electronics,Basketball,9,298.71,2688.39,2025-10-19,Credit Card,No
ORD1275,Steven Davies,guerreromatthew@flynn-cook.com,509.788.2227x41719,West Sean,Delaware,Home,Vacuum,6,1481.64,8889.84,2024-12-08,Cash,No
ORD1276,Gary Baker,burnsamber@palmer.com,294-397-3104x52561,Garciaton,Ohio,Home,Laptop,9,291.27,2621.43,2024-11-23,Cash,Yes
ORD1277,Ashley Perry,cesar87@yahoo.com,001-521-371-4817x700,West Shelbychester,New Mexico,Toys,Laptop,8,1850.08,14800.64,2025-02-20,Cash,Yes
ORD1278,Joseph Lester,robertwilson@barr-lopez.net,(776)582-2888x2966,Lake Elizabethshire,Nebraska,Clothing,Action Figure,3,953.53,2860.59,2025-04-13,Cash,Yes
ORD1279,Lisa Morrison MD,ulowe@hotmail.com,816-163-3679x17209,East Sean,Illinois,Toys,Action Figure,2,1039.34,2078.68,2025-03-20,Cash,Yes
ORD1280,Christopher Cook,beststeven@hotmail.com,3824782270,West Ruben,Nevada,Sports,Action Figure,4,1121.64,4486.56,2025-09-09,Credit Card,No
ORD1281,Steven West,rhenry@gmail.com,+1-273-562-9619,Brookefort,Alaska,Sports,Action Figure,1,288.11,288.11,2025-05-09,Credit Card,No
ORD1282,Nathan Taylor,brownmary@gmail.com,684-131-7844,Scottburgh,Montana,Toys,T-shirt,5,1214.8,6074.0,2025-06-26,PayPal,Yes
ORD1283,Annette Smith,casey20@yahoo.com,+1-929-777-8720x80715,New Jeffrey,Virginia,Electronics,Vacuum,2,1094.96,2189.92,2025-07-17,PayPal,No
ORD1284,John Montes,edwardsbrian@larson.com,848.911.7131,Hayesstad,Maryland,Home,Laptop,2,48.6,97.2,2025-07-28,Cash,No
ORD1285,Kyle Gibson,fernandezjessica@hotmail.com,001-270-255-9896,Hannahside,Louisiana,Home,Action Figure,8,1143.07,9144.56,2025-02-10,Cash,No
ORD1286,Daisy Green,conleyrenee@garcia.com,+1-012-090-5428x34144,Josephside,New Mexico,Home,T-shirt,4,206.72,826.88,2025-10-05,PayPal,Yes
ORD1287,Carol Jackson,lauren96@burke.info,500.591.6544x1485,Andrewburgh,Maine,Clothing,Basketball,7,695.48,4868.36,2025-02-20,Cash,Yes
ORD1288,Emily Kelly,rwalsh@rodriguez.com,204-399-6555,West Sarahton,North Carolina,Toys,Vacuum,3,954.63,2863.89,2025-04-03,Credit Card,No
ORD1289,Jacqueline Taylor,brianweber@chavez.biz,001-711-225-9863x60784,Derrickbury,South Dakota,Clothing,Vacuum,9,673.11,6057.99,2024-12-21,Cash,No
ORD1290,Stephanie Johnson,anthony89@hotmail.com,279-213-3547,New William,Idaho,Clothing,T-shirt,5,307.25,1536.25,2025-08-07,PayPal,No
ORD1291,Ann Grant,amanda46@hotmail.com,585.414.8470x80606,Buckleyberg,Wyoming,Home,Vacuum,1,575.97,575.97,2025-01-11,Credit Card,No
ORD1292,Dana Cabrera,garciakimberly@jordan.com,(595)102-4787x87820,New Seanmouth,Arizona,Clothing,Basketball,9,944.22,8497.98,2024-12-04,Credit Card,No
ORD1293,Gregory Davis,ethanmiller@griffith-smith.biz,128.546.9970,Dylanview,North Carolina,Toys,Vacuum,6,523.56,3141.36,2025-01-19,Credit Card,Yes
ORD1294,Charles Gonzalez,paigesantiago@hatfield.com,001-770-974-4707x79377,Adamborough,Delaware,Electronics,Basketball,7,1332.22,9325.54,2025-03-06,Credit Card,No
ORD1295,Andrew Davis,bonniesmith@pierce-valdez.biz,001-968-344-5334x32115,North Kathryn,New Jersey,Electronics,Action Figure,2,235.18,470.36,2025-09-12,Credit Card,No
ORD1296,Suzanne Fernandez,stricklandshelby@gonzalez.com,556-773-6116x486,West Christopherside,Arizona,Electronics,Laptop,7,1467.87,10275.09,2025-07-04,PayPal,Yes
ORD1297,John Castro,khanashley@carpenter.net,562.750.9438x208,New Jennifer,West Virginia,Sports,Action Figure,10,1611.79,16117.9,2025-06-11,Cash,Yes
ORD1298,Dana Anderson,nmills@sims-stevens.com,641.299.1190,Ericaside,New Jersey,Home,Basketball,5,1771.04,8855.2,2025-01-06,PayPal,Yes
ORD1299,Ian Gonzalez,melissa58@chavez.com,(799)698-4161,Matthewbury,Oklahoma,Electronics,T-shirt,2,874.07,1748.14,2025-06-21,PayPal,No
ORD1300,Derrick Lindsey,wholder@hotmail.com,5397553044,Shaneville,New Mexico,Sports,Basketball,3,1308.43,3925.29,2025-01-31,Cash,Yes
ORD1301,Pamela Hutchinson,bryandavies@yahoo.com,308.525.9375x33162,Theresaburgh,New Jersey,Toys,Laptop,4,918.06,3672.24,2025-01-22,PayPal,No
ORD1302,Ryan White,aprillee@howard.com,843-132-0987x4323,Ramirezberg,Montana,Sports,Action Figure,5,1730.2,8651.0,2025-07-21,PayPal,No
ORD1303,James Douglas,allenmichael@steele-bradley.biz,(120)103-6655x22082,West Brittneyport,North Carolina,Electronics,Laptop,6,145.61,873.66,2025-03-20,PayPal,Yes
ORD1304,Mr. Benjamin Harmon DVM,xsmith@price-lewis.com,001-319-026-4611x74262,New Jose,Arkansas,Home,Action Figure,4,510.65,2042.6,2025-07-13,PayPal,No
ORD1305,Dr. Amanda Schmidt DDS,tsantiago@hotmail.com,0548690553,Morganland,Idaho,Sports,Basketball,4,601.86,2407.44,2025-08-11,Cash,No
ORD1306,Todd Gonzalez,marypadilla@russo.com,(943)259-1657x52949,West Johnstad,Colorado,Clothing,Vacuum,1,50.54,50.54,2025-04-22,PayPal,No
ORD1307,Shelly Hill,kwalker@yahoo.com,001-659-883-8044x1955,Cruzton,Michigan,Sports,Laptop,8,843.74,6749.92,2025-05-20,Credit Card,No
ORD1308,Timothy Duncan,egalvan@hotmail.com,001-193-063-5501x10659,Dylanchester,Ohio,Electronics,Laptop,6,1812.36,10874.16,2024-12-05,Credit Card,No
ORD1309,Sarah Lopez,cookejesse@gmail.com,+1-300-011-7868,Myershaven,Virginia,Sports,Basketball,1,1963.85,1963.85,2025-03-09,Credit Card,Yes
ORD1310,Shannon Suarez,colton39@ryan.com,001-933-168-9062x972,West Donland,California,Clothing,Basketball,9,624.25,5618.25,2024-10-24,Cash,No
ORD1311,Kayla Hawkins,agarcia@hotmail.com,9671925135,Port Jerry,Kentucky,Sports,Action Figure,4,424.47,1697.88,2025-08-24,PayPal,No
ORD1312,Carol Castro,briandavenport@torres-porter.biz,001-769-164-6962,South Ashley,Iowa,Sports,Vacuum,7,47.91,335.37,2025-05-26,Credit Card,Yes
ORD1313,David Tanner,lewisjason@yahoo.com,200-800-8876x118,South Jeremyhaven,Montana,Toys,Laptop,10,718.93,7189.3,2025-06-15,PayPal,Yes
ORD1314,Jamie Scott,pamela55@hotmail.com,354.975.9417x0077,Tinaberg,Virginia,Home,Vacuum,1,769.96,769.96,2025-03-07,Credit Card,Yes
ORD1315,Alexis Mitchell,mmarks@gmail.com,001-293-318-3283x63879,New Jenniferton,Alabama,Home,Vacuum,9,1007.53,9067.77,2024-11-13,Cash,No
ORD1316,Trevor Thomas,allenrobert@harris.com,(145)676-8398x8266,Timothyville,New Mexico,Sports,Vacuum,10,1104.2,11042.0,2025-04-28,PayPal,Yes
ORD1317,Donald Lee,ganderson@yahoo.com,+1-343-321-8833,West Vanessabury,Colorado,Clothing,Laptop,6,1717.22,10303.32,2025-08-19,Credit Card,No
ORD1318,Elizabeth Watts,wpatterson@evans.com,001-616-152-3241x394,Cookside,South Carolina,Electronics,Laptop,2,775.01,1550.02,2025-05-20,Cash,Yes
ORD1319,Alan Edwards,tammyellis@jones.com,246-530-8565,Port Christopher,Oregon,Toys,Action Figure,4,1404.85,5619.4,2025-02-21,Credit Card,No
ORD1320,Mrs. Samantha Hester,mary40@gray-hart.org,077.133.0125,West Meganland,Vermont,Sports,Laptop,4,1412.49,5649.96,2025-07-08,Credit Card,No
ORD1321,Micheal Clarke,fdrake@graham.com,7679292083,Johnberg,Georgia,Electronics,Vacuum,3,725.41,2176.23,2024-12-18,PayPal,Yes
ORD1322,Paul Torres,scott29@hotmail.com,(301)852-9226,North Denisebury,Massachusetts,Clothing,Laptop,5,1458.89,7294.45,2025-08-16,Credit Card,Yes
ORD1323,Jessica Fisher,dana25@sims.org,848-156-5844,Jasonton,Iowa,Home,Basketball,2,1865.59,3731.18,2025-10-03,Cash,Yes
ORD1324,Eric Cooper,nicholas85@hotmail.com,564-559-3891x3241,North Samantha,Wyoming,Toys,Action Figure,9,834.2,7507.8,2025-04-24,PayPal,Yes
